,age,height_cm,weight_kgs,positions,potential,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle
14769,31,152.4,79.8,879,71,1,4,3,6,70,73,58,66,75,72,70,69,59,70,77,79,73,66,77,74,79,68,68,72,76,38,71,68,65,75,30,29,33
14079,24,172.72,69.9,354,75,1,3,3,6,71,50,68,75,49,67,66,65,68,70,79,78,77,70,78,57,65,75,60,53,40,67,57,54,48,65,60,62,64
16999,30,187.96,82.1,104,76,1,2,2,6,24,30,75,72,44,49,40,45,62,57,81,88,74,73,66,58,90,76,85,29,82,75,50,48,47,65,75,73,71
10603,27,172.72,73.9,483,65,1,3,3,6,57,64,58,61,56,67,50,57,48,66,76,70,71,63,78,63,66,73,64,60,52,18,65,61,59,64,19,17,16
5916,21,182.88,73.9,572,69,1,3,2,6,52,27,44,53,23,56,39,28,32,48,68,66,69,55,63,25,63,68,59,22,52,50,45,32,38,50,45,53,57
1989,26,182.88,78.9,823,71,1,2,3,6,44,68,71,59,52,67,39,39,24,66,76,83,68,64,63,66,84,76,76,53,65,19,62,52,61,61,40,39,34
10367,24,175.26,73.9,291,72,1,4,2,3,57,57,64,66,60,59,60,52,66,66,73,74,71,58,74,58,64,87,66,60,60,60,55,64,59,57,62,65,61
3106,26,198.12,93.9,104,68,1,2,2,3,40,19,75,52,25,46,30,21,51,54,50,53,30,58,34,45,48,62,90,17,51,56,29,29,30,60,62,66,60
13443,32,170.18,66.2,328,69,1,3,3,6,72,59,57,71,52,71,70,63,69,69,70,71,73,67,83,69,71,65,64,58,88,67,65,68,61,70,70,66,71
6051,21,182.88,68.9,823,69,1,2,2,3,35,57,60,42,40,59,42,33,33,49,68,68,62,52,55,60,70,59,57,48,32,16,58,47,63,47,28,18,18
3422,31,172.72,71.2,823,63,1,3,2,3,36,64,55,44,57,62,37,45,40,64,80,78,86,61,90,63,62,76,68,54,36,24,57,57,58,60,40,20,15
12097,30,190.5,82.1,327,68,1,2,1,6,13,12,11,14,12,11,16,11,13,17,40,42,40,65,55,11,50,30,68,16,31,12,11,36,23,13,15,13,12
14307,29,175.26,78.9,348,70,1,4,3,9,71,54,60,65,46,72,58,63,64,68,75,83,75,68,66,74,83,84,87,58,73,61,74,53,60,69,62,69,67
7458,19,167.64,62.1,514,77,1,2,3,6,54,56,40,61,43,65,53,37,58,63,71,70,73,55,80,57,51,67,64,50,53,40,59,53,48,50,21,38,36
2626,35,187.96,81.2,327,66,1,2,1,6,12,13,17,41,8,30,13,14,35,22,36,42,58,58,44,22,64,28,56,14,33,23,15,44,22,57,12,24,25
17885,30,182.88,71.2,231,85,3,3,3,3,64,81,85,84,75,82,66,72,80,84,73,73,71,84,71,83,90,92,81,80,81,81,84,80,71,81,75,81,75
4401,18,170.18,62.1,227,73,1,5,2,3,48,32,44,60,48,61,54,59,52,58,70,64,73,61,74,40,61,51,42,35,41,52,48,59,51,51,55,61,54
4691,18,170.18,59.9,15,68,1,3,3,3,44,38,39,50,38,61,57,41,47,56,66,60,73,51,72,50,65,47,33,32,33,24,46,53,40,55,27,41,27
14021,21,154.94,74.8,572,78,1,2,3,3,69,30,68,69,39,68,30,31,66,69,67,68,69,65,63,41,60,59,58,38,64,73,36,56,37,61,68,73,70
222,25,182.88,78.9,838,83,2,4,4,3,66,80,54,78,80,84,68,65,62,82,83,79,83,79,75,82,59,68,68,79,55,39,78,74,73,67,39,48,39
6742,18,175.26,69.9,149,80,1,3,3,6,50,58,47,64,47,64,50,42,58,62,65,55,73,59,78,57,59,54,48,50,59,55,62,63,53,61,47,60,57
10845,33,182.88,78.9,823,66,1,2,2,6,52,65,74,57,65,56,55,40,57,58,63,65,63,65,64,70,77,47,74,56,79,26,64,55,58,66,45,34,27
9358,26,182.88,79.8,229,67,1,3,3,3,58,53,50,67,42,63,65,65,61,65,72,73,68,62,70,41,56,63,69,45,57,55,61,67,59,66,57,59,55
2714,30,182.88,73.9,227,65,1,3,2,6,62,58,57,66,48,54,60,58,65,64,60,62,71,67,66,72,63,91,73,65,54,63,58,54,48,64,60,59,54
4205,20,185.42,78.9,195,73,1,3,3,6,49,68,53,55,58,53,56,42,42,63,65,72,57,60,58,60,68,68,79,52,38,11,44,55,60,49,29,15,16
16762,37,185.42,81.2,327,75,2,3,1,6,12,11,22,33,13,12,23,11,48,30,43,46,39,71,55,23,70,37,69,14,30,19,7,47,16,57,14,11,12
3846,25,167.64,69.9,409,63,1,3,3,6,58,57,38,57,37,67,48,39,56,66,70,71,72,44,86,45,59,52,38,46,34,21,57,55,46,45,36,28,29
9767,35,175.26,72.1,150,64,1,3,2,6,57,38,69,65,22,24,30,42,57,55,52,45,54,69,70,62,53,62,56,53,59,72,35,41,50,53,68,69,56
9282,18,182.88,72.1,559,77,1,3,2,3,66,42,44,58,31,61,64,48,56,58,78,78,70,62,72,45,63,78,66,33,64,61,62,62,41,62,56,57,54
13093,30,190.5,88.0,104,68,1,2,2,6,34,25,63,59,33,42,34,22,66,44,65,62,63,55,60,56,66,66,78,42,67,63,22,35,24,65,72,71,75
10596,25,152.4,74.8,572,70,1,2,3,6,66,34,49,63,30,64,34,34,45,66,80,76,72,54,74,52,79,74,61,22,53,66,57,56,37,55,52,63,64
3886,23,185.42,78.9,574,69,1,3,2,3,59,20,61,51,25,39,53,25,34,44,65,73,52,51,64,38,72,69,74,22,53,55,37,36,35,42,66,65,59
113,22,187.96,93.0,327,85,2,3,1,9,15,12,20,33,13,26,30,17,26,38,64,62,68,78,53,21,80,39,67,17,29,15,11,62,27,57,12,18,14
4193,20,152.4,66.2,140,69,1,3,2,6,50,33,55,65,33,51,42,43,63,60,59,62,59,58,73,59,64,56,42,37,58,55,36,53,54,40,55,61,58
4978,19,175.26,67.1,247,64,1,2,2,3,39,28,43,53,41,47,40,34,52,50,60,61,66,49,76,54,61,59,46,33,54,45,54,45,43,48,48,49,48
12388,35,154.94,81.2,327,68,1,3,1,6,13,11,11,19,11,11,10,12,21,35,50,56,57,61,45,11,75,26,72,11,46,22,12,14,37,62,17,15,10
4197,20,170.18,63.0,390,70,1,3,2,6,54,52,51,64,44,57,53,60,56,54,63,59,58,59,60,63,58,63,37,50,51,45,58,53,63,41,47,48,57
10528,25,175.26,74.8,227,69,1,4,3,9,52,55,48,68,56,66,44,43,65,67,67,61,80,58,80,69,74,72,69,61,66,55,63,67,45,61,59,54,51
9332,22,152.4,72.1,104,74,1,2,2,6,28,23,66,28,27,22,23,23,25,29,55,61,46,45,68,39,75,78,69,22,71,66,23,26,37,49,67,65,69
6544,20,175.26,73.0,284,70,1,3,2,6,54,58,34,62,43,59,53,46,59,58,64,69,75,54,63,51,58,55,52,48,48,48,47,63,42,48,34,42,37
7443,21,152.4,64.0,675,74,1,2,3,6,60,56,42,53,47,61,48,60,56,60,87,82,77,42,77,61,50,55,52,51,34,17,47,50,50,42,44,23,27
3903,19,165.1,63.0,0,71,1,3,3,6,53,49,47,59,54,72,54,46,62,72,55,58,59,55,92,59,54,37,34,50,45,28,48,55,59,64,37,38,39
1730,30,182.88,77.1,247,69,2,4,3,6,68,70,72,66,63,65,55,34,63,72,69,73,73,72,77,68,81,85,76,71,73,63,70,67,50,74,62,63,51
10144,30,187.96,88.9,327,65,1,1,1,6,15,12,16,22,15,15,13,13,26,20,52,52,55,60,55,16,59,32,71,17,42,13,12,45,24,47,14,11,13
7471,23,190.5,83.9,104,68,1,2,2,3,32,25,64,44,24,28,26,27,34,48,59,53,37,46,57,37,71,70,74,20,61,58,24,34,41,53,59,63,60
4278,18,152.4,68.0,247,78,1,3,2,3,51,46,49,62,40,62,61,63,62,61,67,55,69,56,74,59,63,51,46,47,54,54,45,57,48,43,53,51,45
13900,26,190.5,73.0,127,73,1,3,2,6,60,40,72,64,49,57,33,31,62,62,54,67,60,67,47,60,65,72,77,53,67,71,52,59,37,69,70,69,67
10134,22,185.42,74.8,327,75,1,3,1,6,18,15,23,41,12,21,16,20,46,29,47,44,39,56,65,19,55,35,40,17,29,23,12,37,26,33,29,22,24
16012,32,172.72,66.2,272,73,1,3,3,3,72,67,55,69,55,69,73,70,73,72,81,80,80,70,73,67,72,86,75,70,70,63,72,75,61,70,69,70,64
3752,20,172.72,81.2,823,75,1,3,3,6,39,61,58,53,54,67,42,43,40,60,77,77,65,56,78,62,63,66,34,62,40,21,58,48,63,51,19,22,23
5512,17,175.26,69.9,0,71,1,3,2,3,34,40,48,55,32,53,31,35,52,56,65,61,60,54,68,49,55,60,35,29,49,37,52,53,41,41,20,35,34
8180,24,182.88,81.2,327,66,1,3,1,6,17,18,12,27,11,19,13,20,32,22,55,51,43,65,53,33,78,37,60,12,38,20,12,50,20,32,10,15,13
8046,22,185.42,82.1,327,68,1,2,1,6,13,9,14,21,8,7,12,10,25,18,30,35,52,57,27,20,50,20,73,8,16,8,4,38,17,38,12,14,11
15042,27,175.26,67.1,399,71,1,4,3,3,70,67,57,67,57,71,67,67,63,70,84,78,87,66,77,66,72,67,41,70,27,34,65,71,64,66,37,21,27
2250,19,185.42,77.1,149,82,1,3,3,3,56,36,64,70,37,63,46,42,66,67,58,57,56,64,63,56,54,74,69,47,61,65,41,66,42,70,64,63,61
16863,35,152.4,74.8,615,76,1,3,3,6,72,52,68,73,55,71,61,62,71,77,81,82,72,74,77,54,51,77,61,53,64,73,61,71,63,72,80,74,73
9340,22,182.88,78.9,574,74,1,2,2,6,57,37,53,60,29,60,37,42,45,60,76,73,68,59,69,53,53,69,69,45,60,58,51,37,49,47,60,63,65
10504,33,170.18,69.9,247,65,1,3,2,6,58,27,37,74,47,54,49,55,71,63,46,39,81,58,77,62,68,75,58,63,56,61,46,66,39,54,64,55,63
16672,21,175.26,69.9,227,84,3,4,3,6,60,65,64,76,68,77,59,68,70,77,79,77,76,72,90,85,79,86,76,77,90,69,70,67,68,68,73,70,64
14869,29,185.42,78.9,823,71,1,4,3,6,41,75,78,63,61,66,54,34,61,68,64,71,62,59,61,72,73,73,79,66,65,25,72,54,66,66,23,22,19
10120,26,172.72,69.9,140,68,1,3,2,3,50,31,60,66,31,44,39,34,65,64,57,57,59,56,79,53,55,77,46,28,67,64,38,41,48,65,66,69,64
17712,31,170.18,63.0,59,81,1,5,4,3,73,72,44,79,67,82,56,75,80,82,86,78,89,80,88,67,44,67,48,75,41,31,82,80,74,77,29,13,23
3143,18,182.88,73.9,0,81,1,3,3,3,54,46,49,72,54,68,52,52,68,69,64,68,45,59,60,55,56,48,55,55,42,32,47,63,60,62,40,53,54
4289,19,185.42,78.0,446,72,1,3,2,3,55,54,53,58,45,58,47,46,49,60,71,69,65,46,55,59,50,53,58,47,33,30,55,53,57,52,35,31,27
7524,24,152.4,73.9,328,66,1,3,2,3,63,32,52,62,43,63,63,58,58,62,66,74,75,52,71,48,62,72,57,44,53,56,64,58,42,59,51,60,59
15049,30,187.96,79.8,104,71,1,3,2,3,53,48,80,67,49,52,55,54,60,62,57,61,58,61,48,81,80,72,84,58,79,66,61,60,56,62,67,70,56
2543,25,187.96,82.1,105,70,1,3,2,6,46,29,70,63,30,36,32,35,61,58,47,55,53,58,48,54,51,65,78,36,68,62,48,56,42,61,62,68,66
11808,31,152.4,68.9,644,67,1,2,3,3,71,60,52,56,49,72,66,62,63,72,82,74,84,62,80,58,63,51,60,69,48,52,61,61,55,54,32,35,28
15521,27,193.04,93.9,104,74,1,3,2,6,39,24,73,65,23,44,33,34,53,60,56,53,41,62,45,36,54,70,90,20,78,68,25,38,46,66,71,73,70
5438,18,154.94,74.8,572,66,1,2,2,3,46,24,46,50,32,46,30,32,47,48,70,68,56,55,64,38,60,61,60,32,55,58,46,35,38,38,43,46,48
14674,23,152.4,72.1,721,76,1,4,3,3,65,59,36,72,54,71,62,62,64,71,82,84,76,54,72,61,43,79,48,67,41,22,62,72,55,69,40,37,43
10746,23,182.88,77.1,107,74,1,3,2,6,49,42,62,66,38,55,44,51,63,61,58,62,57,59,64,43,67,60,78,39,61,62,39,61,53,65,64,65,61
4101,22,190.5,83.9,127,67,1,2,2,3,38,24,56,46,25,48,26,31,42,50,56,63,57,45,60,37,67,67,74,29,62,54,24,31,43,57,58,62,56
14314,26,182.88,76.2,227,73,1,3,3,6,73,66,49,71,63,67,68,65,67,70,78,77,82,67,67,76,59,80,66,67,53,65,70,73,61,71,60,59,63
10618,21,152.4,76.2,227,77,1,3,2,6,47,52,42,64,36,60,58,42,57,63,68,72,65,69,76,63,73,80,74,57,68,65,64,64,49,51,65,63,56
16021,24,154.94,69.9,675,78,1,3,4,3,68,66,55,69,48,80,67,65,61,79,88,89,90,62,73,70,73,47,41,64,46,39,66,63,61,66,35,26,25
17813,28,182.88,77.1,823,84,2,3,4,3,72,78,80,78,77,82,83,67,58,82,88,91,84,82,77,83,78,78,72,76,60,31,83,74,77,77,44,41,40
6149,25,182.88,74.8,885,62,1,3,2,3,33,59,54,43,54,52,49,37,26,52,68,65,67,48,70,61,72,65,64,48,48,18,60,39,58,55,21,22,16
3418,23,175.26,73.0,675,68,1,3,3,3,55,60,46,57,65,66,68,69,50,63,87,90,81,52,53,72,73,64,58,69,53,18,56,47,61,58,47,25,18
12965,23,190.5,82.1,327,77,1,1,1,6,15,20,17,17,18,19,17,15,16,20,40,42,46,65,49,24,54,35,49,14,24,18,15,20,29,50,10,19,11
7621,25,193.04,71.2,104,68,1,2,2,3,15,15,62,32,18,49,16,12,31,47,65,61,59,53,72,20,84,66,74,19,55,54,12,17,28,49,61,62,61
3703,35,187.96,86.2,104,62,1,3,2,6,24,45,61,42,20,43,34,32,35,57,32,30,51,59,47,60,75,48,81,41,77,55,38,34,37,57,55,61,57
6451,23,187.96,78.0,104,66,1,2,2,6,30,16,48,29,26,26,21,27,24,29,48,65,35,48,54,32,70,69,77,25,45,55,28,33,35,45,70,62,56
8530,22,152.4,71.2,374,72,1,4,2,3,53,36,45,64,52,60,60,44,62,65,75,74,72,57,74,53,70,72,58,49,66,50,55,59,49,62,62,62,57
13277,21,182.88,79.8,104,80,1,3,2,6,29,32,68,67,25,48,31,22,60,61,62,58,44,64,51,48,79,63,75,31,52,73,26,23,40,60,69,70,64
15347,24,182.88,79.8,867,75,1,3,3,6,45,72,71,59,71,67,50,38,41,66,67,73,66,72,67,75,72,78,75,63,65,28,74,54,63,59,31,30,26
10200,25,175.26,68.0,357,69,1,4,2,3,61,38,42,65,21,67,28,35,48,58,78,91,76,66,77,40,60,75,66,40,68,58,70,58,35,60,50,63,62
4755,20,172.72,66.2,149,65,1,2,2,6,33,30,42,61,29,40,37,35,45,53,58,56,67,50,76,42,70,55,50,26,47,45,24,44,39,43,50,57,51
7708,32,154.94,72.1,572,61,1,3,2,3,50,41,54,61,49,51,36,46,55,62,64,37,65,52,71,44,77,61,67,55,70,71,51,40,42,62,56,67,70
3511,25,154.94,68.9,545,63,1,3,3,6,56,58,43,52,50,66,53,52,46,65,79,79,77,56,72,60,53,70,59,53,32,30,54,54,51,56,45,45,41
10477,26,154.94,77.1,374,66,1,4,3,3,61,27,46,60,21,60,29,26,39,62,73,76,74,59,67,32,63,79,70,26,53,59,49,43,32,61,62,63,66
17417,22,152.4,77.1,328,85,1,3,3,6,76,43,67,73,42,77,67,64,69,78,81,82,70,75,71,69,78,85,68,38,68,74,74,66,52,71,74,76,80
10792,23,154.94,76.2,574,70,1,3,2,6,58,32,59,53,32,61,51,48,46,58,80,82,65,59,66,61,68,70,72,49,57,55,41,46,44,54,65,65,66
15161,28,193.04,83.0,104,73,1,2,2,6,35,15,71,66,19,24,24,22,61,54,40,50,51,60,39,46,54,68,90,24,67,73,38,41,35,63,73,72,69
16813,23,190.5,82.1,149,82,1,4,2,6,44,38,69,76,49,68,40,45,73,75,52,51,50,75,44,59,80,55,86,53,78,78,47,68,56,79,77,77,67
6983,19,182.88,73.9,409,73,1,3,3,6,54,54,47,62,47,61,60,48,55,59,69,63,73,48,72,54,65,55,50,49,44,32,52,60,48,55,42,54,44
1833,26,185.42,79.8,823,70,1,3,4,6,55,66,64,61,55,67,57,41,46,67,77,78,71,65,59,69,68,58,71,64,31,16,64,65,55,67,24,14,15
16108,34,170.18,67.1,779,74,1,4,3,6,76,59,63,72,57,79,65,59,68,78,82,85,79,76,80,69,71,78,70,62,59,68,71,71,71,69,58,66,65
2589,32,182.88,78.9,327,66,1,3,1,9,19,14,29,32,20,24,20,22,41,22,48,45,33,52,55,17,61,31,69,20,22,23,15,45,22,39,26,15,23
2857,25,187.96,84.8,690,68,1,3,3,6,65,62,55,60,60,73,63,40,46,70,77,75,69,45,64,64,44,55,66,58,46,28,66,55,50,56,38,38,33
10084,21,154.94,73.0,593,73,1,3,2,6,62,26,56,62,33,58,42,41,61,61,68,68,69,60,67,51,68,66,60,43,63,64,46,54,38,53,63,65,64
8581,26,182.88,73.0,644,64,1,3,3,6,62,53,52,62,44,59,57,58,61,61,69,75,69,55,70,68,56,76,76,56,58,54,61,59,53,57,27,54,52
9209,35,154.94,74.8,327,63,1,3,1,6,15,21,17,18,23,20,14,19,18,22,60,48,52,65,55,17,41,40,52,20,33,24,23,52,18,52,22,14,15
5526,19,154.94,72.1,104,70,1,2,2,3,28,25,56,30,28,30,21,27,21,45,57,62,46,43,65,33,67,59,58,16,48,57,29,33,36,42,50,58,55
17024,27,152.4,74.8,39,77,1,3,3,6,72,66,47,74,51,78,75,75,73,76,77,73,75,76,66,76,64,80,70,77,61,54,71,76,68,70,68,73,67
483,29,182.88,81.2,856,75,1,3,3,6,54,77,68,64,77,69,61,52,48,75,71,77,72,75,70,75,81,79,77,64,72,34,77,63,71,74,39,20,19
14760,28,185.42,78.9,330,71,1,2,2,3,64,32,64,64,25,56,44,33,60,64,67,67,67,71,59,68,67,66,71,27,70,76,46,30,43,60,72,78,76
17166,28,182.88,69.9,228,77,2,4,4,3,74,65,57,80,63,76,72,67,80,77,60,68,65,77,63,74,61,78,73,71,71,65,68,78,78,76,66,75,68
8048,20,187.96,79.8,104,77,1,2,2,6,48,24,60,55,26,45,33,35,51,50,65,66,63,56,63,44,76,65,71,33,56,54,50,39,40,46,61,65,58
3844,37,187.96,84.8,104,61,1,2,2,6,19,22,59,42,25,19,20,16,31,41,27,25,23,50,33,43,30,28,84,19,72,59,26,30,21,58,63,62,61
6418,18,193.04,78.9,327,73,1,3,1,3,9,9,13,23,8,13,12,16,27,14,33,34,32,42,33,33,38,27,63,11,22,9,6,38,22,47,15,11,9
6847,21,182.88,83.9,104,66,1,3,2,6,20,16,56,50,24,22,22,23,20,48,61,64,56,53,57,38,83,53,70,22,45,54,28,31,36,42,58,65,57
16320,25,175.26,72.1,216,79,2,3,3,6,66,68,47,74,66,81,74,65,62,79,89,84,91,69,89,68,33,74,54,70,30,16,69,72,56,69,22,13,12
7289,23,190.5,102.1,327,67,1,2,1,9,12,15,13,20,16,11,14,15,21,17,34,36,44,46,33,15,53,36,78,16,16,21,13,46,15,44,20,12,10
3522,18,172.72,63.0,856,79,1,3,3,6,38,64,51,60,51,65,54,40,44,68,63,63,86,65,80,62,53,53,34,63,32,16,64,56,62,58,22,19,15
8452,27,167.64,62.1,276,63,1,4,3,6,58,44,55,64,43,65,62,59,60,64,73,74,79,58,71,56,55,70,40,46,44,52,58,63,57,57,48,53,49
6950,22,182.88,76.2,675,68,1,4,2,3,58,66,51,55,56,70,54,39,49,68,65,63,65,44,66,73,40,41,60,49,39,42,48,50,59,49,30,41,47
4909,21,175.26,73.9,227,59,1,3,2,3,39,33,37,50,32,49,34,36,49,50,63,63,65,48,68,47,65,64,46,45,56,46,45,43,37,42,46,45,44
1166,23,187.96,79.8,824,76,1,3,3,3,62,75,62,63,70,68,48,40,57,70,73,70,70,71,65,71,69,75,70,66,64,16,74,57,66,56,25,16,12
7518,21,152.4,69.9,149,69,1,3,2,3,49,45,49,63,46,59,51,43,59,60,68,68,63,54,81,52,66,79,49,41,64,56,50,66,52,62,54,59,56
16177,25,152.4,69.9,247,79,1,2,3,6,72,67,37,75,61,71,71,70,74,73,66,61,71,74,68,72,49,77,58,69,75,72,65,73,73,69,69,73,69
16050,27,182.88,73.0,105,74,1,3,2,3,60,35,74,68,39,55,35,32,66,64,63,71,61,68,62,63,82,77,72,48,66,70,55,47,45,60,73,76,69
17375,27,170.18,64.9,615,79,1,3,4,3,79,71,74,77,66,81,59,56,66,81,83,88,83,78,87,75,74,83,64,66,63,72,78,65,64,72,61,78,79
4375,21,154.94,74.8,228,68,1,3,2,6,44,46,58,58,38,58,42,48,57,57,53,54,51,55,62,66,60,49,59,50,52,52,52,56,51,48,59,60,59
1139,33,175.26,82.1,256,71,1,3,3,6,72,66,67,69,71,69,70,65,64,75,62,68,68,71,69,74,71,72,71,73,71,66,72,72,66,71,70,62,57
6991,23,182.88,78.0,127,64,1,3,2,6,22,23,57,55,30,42,32,37,51,53,52,60,44,51,53,42,71,61,65,20,60,56,23,38,34,58,57,58,55
13297,20,172.72,62.1,455,80,1,3,3,6,66,65,60,67,64,71,59,52,61,70,80,78,86,66,82,68,64,62,43,70,31,17,60,59,58,55,23,26,20
9835,25,152.4,69.9,597,69,1,4,2,6,57,29,47,54,35,64,42,41,49,50,63,65,55,57,64,34,60,70,63,34,65,67,50,43,42,46,64,69,71
15597,28,152.4,73.0,299,72,1,4,4,6,68,64,48,76,62,74,71,61,74,77,72,78,75,66,76,75,42,60,70,77,53,63,69,76,63,71,30,37,32
7223,24,187.96,78.0,140,65,1,3,2,3,41,28,50,64,36,60,34,42,63,61,72,71,54,55,53,55,63,61,65,49,57,56,60,57,46,58,49,58,54
820,35,187.96,82.1,823,73,1,4,3,6,57,75,64,64,73,70,63,72,55,74,58,56,59,77,53,79,54,43,84,74,58,37,75,54,72,73,15,44,45
13326,31,152.4,73.9,409,69,1,3,3,6,73,56,72,63,42,68,70,72,63,70,75,76,71,71,76,62,70,71,72,69,75,48,60,70,45,64,49,46,42
13340,24,154.94,77.1,856,73,1,4,3,3,60,65,57,59,60,71,37,35,45,76,91,92,83,55,64,69,56,73,77,54,44,18,66,59,61,57,28,20,14
12351,26,185.42,79.8,327,72,1,3,1,6,12,11,16,25,13,12,16,18,13,16,40,40,39,69,40,26,46,29,47,15,31,15,8,40,23,47,18,16,13
1114,22,154.94,78.9,104,79,1,3,2,6,47,45,66,60,20,56,34,25,50,59,74,61,67,62,68,21,78,77,84,20,80,73,41,36,38,55,62,73,70
291,26,187.96,83.0,823,78,1,4,3,6,63,79,80,67,71,70,69,69,48,74,63,65,63,74,52,79,67,70,80,72,67,24,82,61,77,72,47,30,17
17923,32,187.96,82.1,327,88,4,1,1,3,13,10,10,50,11,10,11,10,50,34,65,62,55,85,54,23,74,41,43,14,31,27,10,30,40,65,29,10,18
4338,19,172.72,79.8,749,76,1,3,2,6,53,55,34,47,49,62,47,42,43,56,81,80,79,47,83,58,38,48,45,41,33,23,54,43,61,47,26,24,23
653,31,182.88,77.1,42,74,1,4,4,6,74,57,71,75,55,74,81,76,73,75,75,67,77,78,62,71,56,67,74,75,54,54,73,75,69,72,18,29,21
15967,28,175.26,74.8,574,73,2,4,2,6,68,40,58,72,61,68,59,50,62,72,75,69,77,70,79,79,63,74,64,65,76,73,49,60,51,68,76,75,74
5999,20,167.64,64.0,0,68,1,3,2,3,49,46,28,56,33,61,39,50,48,57,69,71,66,49,64,62,60,52,45,38,50,38,53,53,48,48,37,24,21
13551,32,187.96,78.0,104,69,2,2,2,9,57,27,67,54,53,53,46,51,58,55,71,75,47,63,49,40,69,64,89,30,75,68,39,48,53,60,66,65,67
5094,18,175.26,64.0,572,68,1,3,2,6,47,22,42,31,30,57,30,32,31,33,71,64,59,54,70,26,62,55,48,28,51,52,49,31,41,32,42,51,54
17514,25,193.04,88.9,327,82,2,3,1,3,17,14,11,28,15,14,24,20,26,12,48,46,62,74,43,19,63,36,52,12,27,19,11,53,24,60,16,11,11
3298,27,152.4,71.2,18,64,1,3,3,6,57,56,55,62,43,65,63,47,64,66,70,68,72,50,71,62,68,65,52,53,50,56,56,62,48,55,50,56,59
17610,31,182.88,71.2,215,80,1,4,4,6,60,83,68,78,77,81,74,78,69,83,73,72,88,78,72,79,74,74,68,76,68,38,82,81,65,74,30,41,34
2820,34,182.88,87.1,867,65,1,2,2,9,48,65,63,64,63,58,46,34,53,52,50,50,36,68,57,75,51,74,90,61,85,59,63,56,47,66,51,60,52
7745,19,170.18,68.0,0,76,1,3,3,3,53,59,48,64,30,66,41,56,60,64,67,66,73,46,56,51,61,70,65,54,55,41,54,52,65,50,31,51,55
8722,19,175.26,71.2,644,75,1,3,3,3,62,44,40,62,52,67,49,38,54,64,80,69,73,62,76,55,70,46,35,36,29,25,52,61,56,58,48,30,23
9128,22,154.94,79.8,104,72,1,3,2,9,25,22,66,62,27,46,24,22,57,58,60,62,48,60,62,32,77,68,77,20,49,63,25,40,31,68,53,63,57
930,27,154.94,67.1,644,72,1,3,3,3,64,69,49,70,61,71,71,69,68,72,75,78,81,66,70,66,72,74,57,70,61,40,73,69,61,74,43,31,28
2751,24,152.4,73.9,675,71,1,4,3,6,59,56,46,59,38,59,45,44,55,58,84,85,70,62,74,54,70,91,61,51,75,48,65,57,55,60,51,44,42
12902,25,182.88,78.0,247,72,1,3,3,3,59,54,42,72,56,68,65,70,67,71,64,52,64,66,58,74,50,66,67,70,58,54,62,67,55,68,60,55,31
17239,34,182.88,72.1,615,77,2,3,3,6,75,58,72,76,64,74,72,66,74,77,74,75,70,75,68,77,70,77,69,75,72,82,66,56,55,75,74,77,75
4653,19,187.96,74.8,327,74,1,3,1,3,10,7,12,22,8,14,14,13,28,14,27,22,25,61,36,22,51,27,44,5,21,11,6,24,18,57,20,14,14
16231,30,154.94,74.8,104,74,1,3,2,6,58,22,70,59,30,60,65,67,56,61,70,68,66,71,72,60,91,75,75,59,80,73,42,39,45,65,76,72,73
12606,31,187.96,83.9,823,68,1,4,3,3,52,67,67,70,71,70,70,62,51,72,41,37,56,65,49,68,48,54,75,69,51,30,75,72,68,75,33,30,20
8650,24,165.1,67.1,454,68,1,3,4,3,53,54,42,59,44,69,63,60,41,61,87,83,86,60,78,61,70,65,41,53,58,21,60,54,51,59,22,30,29
7648,23,185.42,76.2,327,67,1,3,1,3,11,11,13,19,11,12,12,13,30,18,45,47,38,45,56,16,65,40,37,13,22,15,11,35,14,41,15,11,14
8523,36,154.94,81.2,823,62,1,3,2,6,42,62,64,56,59,57,56,54,43,59,50,36,52,52,64,72,79,68,79,55,50,22,69,60,67,64,16,20,18
6351,21,175.26,68.9,675,71,1,3,3,3,55,51,40,54,50,67,57,47,51,60,68,67,78,46,76,45,34,45,44,44,38,21,47,52,53,50,23,30,25
12408,23,154.94,79.8,476,73,1,4,3,3,68,66,50,66,63,72,61,39,60,66,81,82,67,62,64,71,81,53,72,66,44,20,62,62,48,65,21,26,27
12085,29,190.5,83.0,104,67,1,3,2,6,22,34,68,43,20,34,38,29,23,49,35,35,59,63,39,46,60,65,89,36,65,64,28,29,42,63,65,67,67
8059,22,198.12,92.1,327,74,1,3,1,6,18,11,14,22,13,22,19,14,19,18,29,22,33,48,22,14,44,42,74,12,22,19,11,41,22,42,8,13,15
10801,25,187.96,79.8,299,69,1,4,3,6,54,65,61,66,60,62,43,40,62,66,54,55,62,65,63,67,63,72,78,62,67,56,62,61,56,51,58,58,51
14887,29,154.94,78.9,71,71,1,4,3,6,73,66,63,71,75,71,57,63,68,71,74,76,70,71,72,77,78,71,69,71,68,49,70,67,54,76,38,38,24
